id,UserName,Review,Score,Date,Bank
1850,Gocanto,Reliable and secure,5,21/12/2022 7:49,Wise
1851,John怒,Very efficient apps for transfer money to oversea,5,18/12/2022 0:57,Wise
1852,dewi lisnaeni,Thanks,5,12/12/2022 3:29,Wise
1853,gladyscsy,It’s very convenient to be able to hold multiple currencies in one account and get it converted so easily. Great for making transfers amongst international friends and families too.,5,9/12/2022 9:05,Wise
1854,CITROENSG,Well design apps solve my problem on money exchange while going for holiday:thumbs_up_medium-light_skin_tone:,5,3/12/2022 8:15,Wise
1855,Munhas2,Impressive ease and speed of money transfer transaction.,5,1/12/2022 8:46,Wise
1856,Harwanti,Good good easygoing and perfect,5,1/12/2022 5:51,Wise
1857,N-icha,The best,5,1/12/2022 3:28,Wise
1858,kai wah,Easy transfer,5,30/11/2022 3:49,Wise
1859,VisaPOr,"Fast and reliable, number one money transfer application",5,28/11/2022 8:35,Wise
1860,Shail572,Very prompt and easy,5,27/11/2022 7:59,Wise
1861,SandroYgor,So far it’s been easy to operate,4,18/11/2022 23:57,Wise
1862,tototeh,"wise to wise account for 9 sg dollars took 3 days, what a joke. anyway thanks. but will not recommend to others.",1,18/11/2022 23:45,Wise
1863,daycahyo,"Bad customer service. They are not easily contactable and most of their CS is bot! They real person customer service is slow and unresponsive!

They have bad error handling. In the app I was given notice that they experience internal issue in verifying payments so my transfer might get delayed. I checked that they have major outage on 14 Nov and my transfer got delayed for more than 24 hours. They said my transfer should be arrived latest in 2x24hrs, but turned out they paused my transfer because they can’t verify my payment. I expected them to resolve this internally, but I was asked to resubmit the transferred details with my bank account and name shown(which is not easily obtainable unless the e-statement of that month has been released!!). If you guys have internal issue, you should resolve this internally and not asked any of your customer to resubmit their payment.",2,17/11/2022 2:11,Wise
1864,cujcxgjnn204&!;,"This app is really buggy, I wanted to sign up an account and transfer money from Singapore to Malaysia. The system did not straight ask me to verify my identification until I started to the transfer process. After I verified with SingPass myInfo, I received an email asking me to verified my ID again!",1,15/11/2022 11:51,Wise
1865,Alohapepe32,"By the time I write this review, I’ve contacted wise many times and it seems to me is that their customer service did not understand their own problem. I have the only problem within my app and my account that I cannot send money over, while I’m asking my colleagues and relatives that used wise saying that their app is fine on their phone.

Wise please get your problem sorted. 

Always reply the same sentences over and over again, if its like this then is better just to have voice recorder",1,15/11/2022 9:43,Wise
1866,yi jian,"firstly have been getting error when trying to sign up with singpass, after multiple attempts of trying to get my verification i manage to just register by singpass but they auto generated name is wrong. now i have a card with wrong name printed and customer service is non existent",1,15/11/2022 4:01,Wise
1867,Tory Ng,Great app by using currency overseas,5,13/11/2022 5:54,Wise
1868,yayamomo cicici,Money transferred in seconds,5,4/11/2022 7:54,Wise
1869,a5iahellgirl,"Would be a 5 star app if not for this refund issue I am having. The app is good with transfers and carries small conversion rates, my recipient always receives their money within a few minutes, which is why I have trusted and used Wise for most of my overseas transactions. 

However, recently I had accidentally transferred incorrect amounts. I submitted another transfer in the hopes that it would be topped up once received in the system (just through my bank app, not through the wise app). But the money was not detected by Wise due to the incorrect amounts (which I think is fair). 

I then submitted a request regarding a refund, however, Wise told me they did not receive the money, and requested I submitted the relevant documents as proof I made the transfer. I uploaded my documents and emailed promptly after the upload that I had submitted my documents - but I did not receive a reply or any indication that my refund request had been approved (as it is the weekend, so I expected it would take longer for them to reply). 

So when I made another (new and separate) transfer, I received a notification that Wise already received the money while I was in my bank app making the transfer. 

Thinking it was a glitch, I sent the money as normal, as it didn’t dawn on me that it could have deducted from the refunded amount I had requested. So now I have to submit another refund request as I was not aware that my refund request had been approved, and the amount did not even show up in my SGD account. Instead it took a transfer to trigger the refund. I now have two separate payments to get refunds for, would I need to make two separate transactions just to trigger these refunds too?",3,30/10/2022 4:08,Wise
1870,jacknjail,Too fast! Too good! Too strong!,5,28/10/2022 13:06,Wise
1871,TodakisBack,Within a second my transfer was successful ..,5,28/10/2022 0:59,Wise
1872,afeeqEnigma,Easy and fast transfer!,5,27/10/2022 21:30,Wise
1873,kevin_kkw,"Unlike grab or other apps, you cant use without buying their card.",1,17/10/2022 3:58,Wise
1874,GlenSama,"Easy on-boarding process, hassle free with SingPass to verify. Solid spot rates for multiple currencies!!",5,16/10/2022 6:36,Wise
1875,zh.abdr,Apps is broken. Asked for ID verification but wouldn’t let me upload my ID.,1,14/10/2022 5:42,Wise
1876,pro peler,"I have been use it like more than 2years, its always offering highest rate and the transaction is very fast. Love it",5,8/10/2022 1:08,Wise
1877,neohsyyyy,Fast transfer love it,5,7/10/2022 10:01,Wise
1878,jahas12,"Transfer Wise, now wise is very impressive. 
I have never seen an app that is so clearly designed and so intuitive to use. Kudos!
The rates are probably the best that you can get as a private person. I use the credit card and the interplay with the app is very smooth and transparent - you always know what’s going on. 
Wise is really a great company, I hope it will stay that way.",5,4/10/2022 7:13,Wise
1879,Castagliafiore,Secure & safe. Convenient for overseas transaction! Highly recommend to ALL!,5,3/10/2022 19:30,Wise
1880,Milroy_A,"Every time I try to send money, asking for the documents for proof of identity! What a joke!!!",1,3/10/2022 10:39,Wise
1881,Bone5555,"Very useful and convenient app, never encounter technical issue etc",5,3/10/2022 2:55,Wise
1882,Nickel Choo,"It took me 5-10min to transfer the money 

Sometimes the rates are better than bank apps",5,28/9/2022 15:17,Wise
1883,gwendlys,"Amazing UX/UI everything is so seamless, fast, fuss-free. Great job team!",5,24/9/2022 23:27,Wise
1884,prasannaudara,Easy and secure! Highly recommended!,5,16/9/2022 2:42,Wise
1885,d_maree,I was having trouble with my bank transferring to Wise but they kept the rate for me- which was some great savings.  Strongly recommend them,5,13/9/2022 4:03,Wise
1886,Vipinpal37,Love the app,5,8/9/2022 2:52,Wise
1887,Rose1428,Fast and reliable,5,8/9/2022 0:05,Wise
1888,Mhin@,Yesterday was so fast about 2-5 mins the online banking…The E-wallet is faster.But the bank abit slower..,5,31/8/2022 15:21,Wise
1889,Vishwa_jay,"Easy, Fast and secure",5,28/8/2022 13:45,Wise
1890,Ottina7,Great app that changed the way I travel and pay for the better,5,27/8/2022 8:40,Wise
1891,KeKhan,Convenient and fast.,5,25/8/2022 1:51,Wise
1892,Andrew Lim KF,Very fast in money transfer! Bravo!,5,23/8/2022 5:44,Wise
1893,Perry-the-Platypus,This is a different class to all finance apps supported in South East Asia,5,20/8/2022 12:02,Wise
1894,user741239,Dir to ios14 requirements we can not update on iPhone 6 anymore. Please support users of iPhone 6 !!! Your competition is doing that too.,1,12/8/2022 2:13,Wise
1895,ElBocore,I hardcore user of transfer wise since 2019. Every month i will send money out and the duration of the transfer was so  so fast. The rate is very high and the service fee is one of the lowest i have seen,5,11/8/2022 16:17,Wise
1896,azimmahadzir,This is the second time my transfer took three weeks and the money still not yet arrived. Disappointed. Only works for first few times to gain your trust and then they will scam you.,1,9/8/2022 4:14,Wise
1897,Bunnydgr8,It amazed me at start itself.. started building trust…,5,9/8/2022 0:02,Wise
1898,deadinthelongrun,Easy to use and functional. App enables users to freeze and un-freeze card which is extremely useful especially for usage overseas.,5,8/8/2022 9:26,Wise
1899,Dr. Tan Weng Kean,received money longer than expected customer keep on giving excuses by saying sorry or etc without improving the situation will close down the account once I back from oversea trips super lousy !!!!!,1,8/8/2022 3:09,Wise
1900,蘇哈斯,"So surprising good, efficient, useful and can save lots of money!",5,8/8/2022 3:03,Wise
1901,Marc-HD,Competitive rates and a good user experience.,5,4/8/2022 11:28,Wise
1902,Tpttran,Very fast oversea transfer. I’m impressed. Good rate too.,5,1/8/2022 14:07,Wise
1903,Sweetcornj,This app makes it so convenient to pay when I travel & the exchange rates are great. 10/10 would recommend!,5,30/7/2022 9:36,Wise
1904,雅虎胡额诶,Account opening with PayNow. Didn’t highlight that PayNow is only for the first time credit,1,20/7/2022 15:23,Wise
1905,ljg1303,"Really simple to use, instant transfer.",5,17/7/2022 15:25,Wise
1906,Quick'n Easy,Easy and convenient thank you,5,17/7/2022 4:48,Wise
1907,Boshton,"Good rate,fest delivery Money. Thank you very much",5,15/7/2022 0:15,Wise
1908,BriseisMj,"Very convenient. Swift and fast transactions. 
Only down side is the limit a bit Low.",4,14/7/2022 10:55,Wise
1909,titan fadila,"I like to use wise more than others app for transfer money to overseas.. very fast, simple and the rate not so bad. If i get trouble with my transaction then they very helpful and fast response",5,12/7/2022 0:46,Wise
1910,Coco Hayashi,"The app easy to use , simple steps , fast transfer and very convenient .",5,11/7/2022 0:57,Wise
1911,ycfoo,Keep it up with better rates as I can get 17 on the black market,5,10/7/2022 18:22,Wise
1912,Rhyse123,"Easy to use, setup and transfer money - that’s all you need at the end of the day",5,10/7/2022 8:36,Wise
1913,Si Kei,"Fast service, im going to Paris so I needed to bring a debit card with me.",5,5/7/2022 4:47,Wise
1914,Shafeed ikhwan,Good to use,5,3/7/2022 8:21,Wise
